1	2	3	4	5	6	7	8
NonRel	[s1] aspartate aminotransferase ( ast / sgot ) [e1] and alanine aminotransferase ( alt / sgpt ) ≤ @NUMBER x upper limit of normal ( uln )	aspartate aminotransferase ( ast / sgot ) and [s2] alanine aminotransferase ( alt / sgpt ) [e2] ≤ @NUMBER x upper limit of normal ( uln )	clinical_variable	clinical_variable	415_0	415_1	415.0
NonRel	clinically significant [s1] cardiovascular disease [e1] ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any [s2] new york heart association ( nyha ) class @NUMBER or @NUMBER [e2] , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	chronic_disease	chronic_disease	416_0	416_1	416.0
NonRel	clinically significant cardiovascular disease ( e.g. , uncontrolled or any [s1] new york heart association ( nyha ) class @NUMBER or @NUMBER [e1] , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , [s2] congestive heart failure [e2] , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	chronic_disease	chronic_disease	416_1	416_2	416.0
NonRel	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , [s1] congestive heart failure [e1] , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or [s2] unstable angina [e2] , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	chronic_disease	chronic_disease	416_2	416_3	416.0
NonRel	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or [s1] unstable angina [e1] , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of [s2] myocardial infarction [e2] or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	chronic_disease	chronic_disease	416_3	416_4	416.0
NonRel	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of [s1] myocardial infarction [e1] or stroke within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or [s2] stroke [e2] within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	chronic_disease	chronic_disease	416_4	416_5	416.0
NonRel	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or [s1] stroke [e1] within @NUMBER months prior to study entry , or clinically significant arrhythmias not controlled by medication	clinically significant cardiovascular disease ( e.g. , uncontrolled or any new york heart association ( nyha ) class @NUMBER or @NUMBER , congestive heart failure , uncontrolled or unstable angina , history of myocardial infarction or stroke within @NUMBER months prior to study entry , or clinically significant [s2] arrhythmias [e2] not controlled by medication	chronic_disease	chronic_disease	416_5	416_7	416.0
hasValue	[s1] creatinine clearance [e1] ≥ @NUMBER ml / min ( calculated by the cockcroft-gault equation or per @NUMBER hour urine collection )	creatinine clearance ≥ [s2] @NUMBER ml / min [e2] ( calculated by the cockcroft-gault equation or per @NUMBER hour urine collection )	clinical_variable	lower_bound	417_0	417_1	417.0
hasTemp	[s1] hypertension [e1] that is not controlled by standard medication ( to @NUMBER / @NUMBER mmhg or below )	hypertension that is not controlled by standard medication ( to [s2] @NUMBER / @NUMBER mmhg [e2] or below )	chronic_disease	upper_bound	418_0	418_1	418.0
NonRel	patients should have discontinued strong [s1] cyp1a2 inhibitors [e1] ( e.g . ciprofloxacin and fluvoxamine ) at least five half-lives before beginning study treatment	patients should have discontinued strong cyp1a2 inhibitors ( e.g . [s2] ciprofloxacin [e2] and fluvoxamine ) at least five half-lives before beginning study treatment	treatment	treatment	419_0	419_1	419.0
NonRel	patients should have discontinued strong cyp1a2 inhibitors ( e.g . [s1] ciprofloxacin [e1] and fluvoxamine ) at least five half-lives before beginning study treatment	patients should have discontinued strong cyp1a2 inhibitors ( e.g . ciprofloxacin and [s2] fluvoxamine [e2] ) at least five half-lives before beginning study treatment	treatment	treatment	419_1	419_2	419.0
NonRel	serum m protein ≥ [s1] @NUMBER / dl [e1] ( ≥ @NUMBER g / l )	serum m protein ≥ @NUMBER / dl ( ≥ [s2] @NUMBER g / l [e2] )	lower_bound	lower_bound	420_1	420_2	420.0
NonRel	serum total bilirubin ≤ [s1] @NUMBER mg / dl [e1] or > @NUMBER x uln for subjects with hereditary benign hyperbilirubinemia	serum total bilirubin ≤ @NUMBER mg / dl or > [s2] @NUMBER x uln [e2] for subjects with hereditary benign hyperbilirubinemia	upper_bound	lower_bound	421_1	421_2	421.0
NonRel	serum total [s1] bilirubin [e1] ≤ @NUMBER mg / dl or > @NUMBER x uln for subjects with hereditary benign hyperbilirubinemia	serum total bilirubin ≤ @NUMBER mg / dl or > @NUMBER x uln for subjects with hereditary benign [s2] hyperbilirubinemia [e2]	clinical_variable	treatment	421_0	421_3	421.0
NonRel	the presence of [s1] alopecia [e1] of any grade and peripheral neuropathy ≤ grade @NUMBER without pain	the presence of alopecia of any grade and [s2] peripheral neuropathy [e2] ≤ grade @NUMBER without pain	chronic_disease	chronic_disease	422_0	422_1	422.0
NonRel	an abnormal serum flc ratio ( < [s1] @NUMBER [e1] or > @NUMBER )	an abnormal serum flc ratio ( < @NUMBER or > [s2] @NUMBER [e2] )	upper_bound	lower_bound	423_1	423_2	423.0
NonRel	fatigue : moderate fatigue on most days within the [s1] past week [e1] ( i.e. , at least @NUMBER out of the last @NUMBER days ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to @NUMBER ( worst fatigue ) scale	fatigue : moderate fatigue on most days within the past week ( i.e. , at least [s2] @NUMBER [e2] out of the last @NUMBER days ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to @NUMBER ( worst fatigue ) scale	upper_bound	lower_bound	425_0	425_1	425.0
NonRel	fatigue : moderate fatigue on most days within the past week ( i.e. , at least [s1] @NUMBER [e1] out of the last @NUMBER days ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to @NUMBER ( worst fatigue ) scale	fatigue : moderate fatigue on most days within the past week ( i.e. , at least @NUMBER out of the [s2] last @NUMBER days [e2] ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to @NUMBER ( worst fatigue ) scale	lower_bound	upper_bound	425_1	425_2	425.0
NonRel	fatigue : moderate fatigue on most days within the past week ( i.e. , at least @NUMBER out of the [s1] last @NUMBER days [e1] ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to @NUMBER ( worst fatigue ) scale	fatigue : moderate fatigue on most days within the past week ( i.e. , at least @NUMBER out of the last @NUMBER days ) , rated as ≥ @NUMBER on a @NUMBER ( no fatigue ) to [s2] @NUMBER [e2] ( worst fatigue ) scale	upper_bound	upper_bound	425_2	425_3	425.0
NonRel	use of [s1] stimulant medications [e1] , sleep medications , nicotine patch , and other drugs thought to interfere with tdcs efficacy for seven days prior to and during study participation	use of stimulant medications , [s2] sleep medications [e2] , nicotine patch , and other drugs thought to interfere with tdcs efficacy for seven days prior to and during study participation	treatment	treatment	426_0	426_1	426.0
NonRel	use of stimulant medications , [s1] sleep medications [e1] , nicotine patch , and other drugs thought to interfere with tdcs efficacy for seven days prior to and during study participation	use of stimulant medications , sleep medications , [s2] nicotine patch [e2] , and other drugs thought to interfere with tdcs efficacy for seven days prior to and during study participation	treatment	treatment	426_1	426_2	426.0
hasValue	at least [s1] @NUMBER years [e1] of age	at least @NUMBER years of [s2] age [e2]	lower_bound	age	427_0	427_1	427.0
NonRel	[s1] corticosteroid therapy [e1] for initial episode of nephrotic syndrome prior to randomization varying from pre-specified protocol on more than @NUMBER days	corticosteroid therapy for initial episode of [s2] nephrotic syndrome [e2] prior to randomization varying from pre-specified protocol on more than @NUMBER days	treatment	chronic_disease	428_0	428_1	428.0
hasValue	persistent estimated [s1] glomerular filtration rate ( gfr ) [e1] < @NUMBER ml / min / @NUMBER m2	persistent estimated glomerular filtration rate ( gfr ) < [s2] @NUMBER ml / min / @NUMBER m2 [e2]	clinical_variable	upper_bound	429_0	429_1	429.0
NonRel	centrally located [s1] primary tumor [e1] < @NUMBER cm from involved nodal disease which would result in significant overlap of radiation dose . centrally located is defined as within or touching the zone of the proximal bronchial tree , which is a volume @NUMBER cm in all directions around the proximal bronchial tree ( carina , right and left main bronchi , right and left upper lobe bronchi , intermedius bronchus , right middle lobe bronchus , lingular bronchus right and left lower lobe bronchi )	centrally located primary tumor < @NUMBER cm from involved [s2] nodal disease [e2] which would result in significant overlap of radiation dose . centrally located is defined as within or touching the zone of the proximal bronchial tree , which is a volume @NUMBER cm in all directions around the proximal bronchial tree ( carina , right and left main bronchi , right and left upper lobe bronchi , intermedius bronchus , right middle lobe bronchus , lingular bronchus right and left lower lobe bronchi )	clinical_variable	chronic_disease	430_0	430_2	430.0
hasValue	[s1] primary tumor [e1] ≤ @NUMBER cm	primary tumor ≤ [s2] @NUMBER cm [e2]	clinical_variable	upper_bound	431_0	431_1	431.0
hasTemp	prior invasive [s1] malignancy [e1] unless disease free for a minimum of @NUMBER years from enrollment	prior invasive malignancy unless disease free for a minimum of [s2] @NUMBER years [e2] from enrollment	cancer	lower_bound	432_0	432_1	432.0
NonRel	aged [s1] @NUMBER [e1] - @NUMBER	aged @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	433_1	433_2	433.0
NonRel	having a previous [s1] serious head injury [e1] or neurological disorder , or loss of consciousness for more than @NUMBER minutes	having a previous serious head injury or [s2] neurological disorder [e2] , or loss of consciousness for more than @NUMBER minutes	chronic_disease	chronic_disease	434_0	434_1	434.0
NonRel	body mass index ( bmi ) ≥ [s1] @NUMBER [e1] to < @NUMBER kg / m2	body mass index ( bmi ) ≥ @NUMBER to < [s2] @NUMBER kg / m2 [e2]	lower_bound	upper_bound	436_1	436_2	436.0
NonRel	concomitant use of known strong or moderate inhibitors or inducers of [s1] cyp1a2 [e1] , cyp2b6 , and cyp3a4 within @NUMBER days or @NUMBER half-lives ( whichever is longer ) prior to day @NUMBER and through the last pk sampling point on day @NUMBER	concomitant use of known strong or moderate inhibitors or inducers of cyp1a2 , [s2] cyp2b6 [e2] , and cyp3a4 within @NUMBER days or @NUMBER half-lives ( whichever is longer ) prior to day @NUMBER and through the last pk sampling point on day @NUMBER	treatment	treatment	437_0	437_1	437.0
NonRel	concomitant use of known strong or moderate inhibitors or inducers of cyp1a2 , [s1] cyp2b6 [e1] , and cyp3a4 within @NUMBER days or @NUMBER half-lives ( whichever is longer ) prior to day @NUMBER and through the last pk sampling point on day @NUMBER	concomitant use of known strong or moderate inhibitors or inducers of cyp1a2 , cyp2b6 , and [s2] cyp3a4 [e2] within @NUMBER days or @NUMBER half-lives ( whichever is longer ) prior to day @NUMBER and through the last pk sampling point on day @NUMBER	treatment	treatment	437_1	437_2	437.0
hasTemp	currently taking or has taken a [s1] cftr modulator [e1] within @NUMBER days prior to initial dose of study drugs	currently taking or has taken a cftr modulator within [s2] @NUMBER days prior [e2] to initial dose of study drugs	treatment	upper_bound	438_0	438_1	438.0
NonRel	forced expiratory volume in @NUMBER second ( fev1 ) [s1] @NUMBER [e1] - @NUMBER % predicted	forced expiratory volume in @NUMBER second ( fev1 ) @NUMBER - [s2] @NUMBER % [e2] predicted	lower_bound	upper_bound	439_1	439_2	439.0
NonRel	participation in [s1] another clinical trial [e1] or treatment with an investigational agent within @NUMBER days or @NUMBER half-lives , whichever is longer , prior to study day @NUMBER	participation in another clinical trial or [s2] treatment with an investigational agent [e2] within @NUMBER days or @NUMBER half-lives , whichever is longer , prior to study day @NUMBER	treatment	treatment	441_0	441_1	441.0
hasTemp	stable on [s1] ivacaftor / lumacaftor [e1] dosing for both label indication and per label dosing for a minimum of @NUMBER months at the time of dosing	stable on ivacaftor / lumacaftor dosing for both label indication and per label dosing for a minimum of [s2] @NUMBER months [e2] at the time of dosing	treatment	lower_bound	442_0	442_1	442.0
NonRel	stable on [s1] tezacaftor [e1] / ivacaftor dosing for both label indication and per label dosing for a minimum of @NUMBER month at the time dosing	stable on tezacaftor / [s2] ivacaftor [e2] dosing for both label indication and per label dosing for a minimum of @NUMBER month at the time dosing	treatment	treatment	443_0	443_1	443.0
NonRel	use of [s1] grapefruit [e1] - or seville orange-containing products within @NUMBER hours prior to day @NUMBER and through the last pk sampling point on day @NUMBER	use of grapefruit - or [s2] seville orange-containing products [e2] within @NUMBER hours prior to day @NUMBER and through the last pk sampling point on day @NUMBER	treatment	treatment	444_0	444_1	444.0
NonRel	age [s1] @NUMBER [e1] to @NUMBER years old	age @NUMBER to [s2] @NUMBER years [e2] old	lower_bound	upper_bound	445_1	445_2	445.0
NonRel	[s1] cancer [e1] within the past @NUMBER years ( excluding cervical cancer in situ with curative therapy for at least one year prior to screening and non-melanoma skin cancer )	cancer within the past @NUMBER years ( excluding [s2] cervical cancer in situ [e2] with curative therapy for at least one year prior to screening and non-melanoma skin cancer )	cancer	cancer	447_0	447_2	447.0
NonRel	cancer within the past @NUMBER years ( excluding [s1] cervical cancer in situ [e1] with curative therapy for at least one year prior to screening and non-melanoma skin cancer )	cancer within the past @NUMBER years ( excluding cervical cancer in situ with [s2] curative therapy [e2] for at least one year prior to screening and non-melanoma skin cancer )	cancer	treatment	447_2	447_3	447.0
NonRel	cancer within the [s1] past @NUMBER years [e1] ( excluding cervical cancer in situ with curative therapy for at least one year prior to screening and non-melanoma skin cancer )	cancer within the past @NUMBER years ( excluding cervical cancer in situ with curative therapy for at least [s2] one year prior [e2] to screening and non-melanoma skin cancer )	upper_bound	lower_bound	447_1	447_4	447.0
NonRel	cancer within the past @NUMBER years ( excluding cervical cancer in situ with [s1] curative therapy [e1] for at least one year prior to screening and non-melanoma skin cancer )	cancer within the past @NUMBER years ( excluding cervical cancer in situ with curative therapy for at least one year prior to screening and [s2] non-melanoma skin cancer [e2] )	treatment	cancer	447_3	447_5	447.0
NonRel	estimated fetal weight greater than [s1] @NUMBER grams [e1] in diabetic and @NUMBER grams in non-diabetic mother	estimated fetal weight greater than @NUMBER grams in diabetic and [s2] @NUMBER grams [e2] in non-diabetic mother	lower_bound	lower_bound	449_1	449_2	449.0
NonRel	lean group : bmi ≤ [s1] @NUMBER [e1] at < @NUMBER weeks of pregnancy , or bmi ≤ @NUMBER at a term gestation of pregnancy	lean group : bmi ≤ @NUMBER at < [s2] @NUMBER weeks [e2] of pregnancy , or bmi ≤ @NUMBER at a term gestation of pregnancy	upper_bound	upper_bound	450_1	450_2	450.0
NonRel	lean group : [s1] bmi [e1] ≤ @NUMBER at < @NUMBER weeks of pregnancy , or bmi ≤ @NUMBER at a term gestation of pregnancy	lean group : bmi ≤ @NUMBER at < @NUMBER weeks of [s2] pregnancy [e2] , or bmi ≤ @NUMBER at a term gestation of pregnancy	bmi	pregnancy	450_0	450_3	450.0
NonRel	lean group : bmi ≤ @NUMBER at < [s1] @NUMBER weeks [e1] of pregnancy , or bmi ≤ @NUMBER at a term gestation of pregnancy	lean group : bmi ≤ @NUMBER at < @NUMBER weeks of pregnancy , or bmi ≤ [s2] @NUMBER [e2] at a term gestation of pregnancy	upper_bound	upper_bound	450_2	450_4	450.0
hasTemp	singleton [s1] pregnancy [e1] ≥ @NUMBER weeks gestation	singleton pregnancy ≥ [s2] @NUMBER weeks [e2] gestation	pregnancy	lower_bound	451_0	451_1	451.0
NonRel	[s1] @NUMBER [e1] - @NUMBER years of age	@NUMBER - [s2] @NUMBER years [e2] of age	lower_bound	upper_bound	452_0	452_1	452.0
hasTemp	chronic use of any [s1] herbal or dietary supplement containing apigenin [e1] within the @NUMBER months prior to entry on the study	chronic use of any herbal or dietary supplement containing apigenin within the [s2] @NUMBER months prior [e2] to entry on the study	treatment	upper_bound	453_0	453_1	453.0
NonRel	must be > @NUMBER year from [s1] pregnancy [e1] , lactation or chemotherapy	must be > @NUMBER year from pregnancy , lactation or [s2] chemotherapy [e2]	pregnancy	treatment	454_1	454_2	454.0
NonRel	staphylococcus aureus bacteremia ( sab ) , based on at least [s1] one [e1] positive blood culture obtained within the @NUMBER h prior to randomization	staphylococcus aureus bacteremia ( sab ) , based on at least one positive blood culture obtained within the [s2] @NUMBER h prior [e2] to randomization	lower_bound	upper_bound	455_1	455_2	455.0
NonRel	[s1] treatment [e1] with potentially effective ( anti-staphylococcal ) systemic antibacterial treatment for more than @NUMBER h within the @NUMBER days prior to randomization	treatment with potentially effective ( [s2] anti-staphylococcal [e2] ) systemic antibacterial treatment for more than @NUMBER h within the @NUMBER days prior to randomization	treatment	treatment	456_0	456_1	456.0
NonRel	treatment with potentially effective ( [s1] anti-staphylococcal [e1] ) systemic antibacterial treatment for more than @NUMBER h within the @NUMBER days prior to randomization	treatment with potentially effective ( anti-staphylococcal ) [s2] systemic antibacterial treatment [e2] for more than @NUMBER h within the @NUMBER days prior to randomization	treatment	treatment	456_1	456_2	456.0
NonRel	treatment with potentially effective ( anti-staphylococcal ) systemic antibacterial treatment for more than [s1] @NUMBER h [e1] within the @NUMBER days prior to randomization	treatment with potentially effective ( anti-staphylococcal ) systemic antibacterial treatment for more than @NUMBER h within the [s2] @NUMBER days prior [e2] to randomization	lower_bound	upper_bound	456_3	456_4	456.0
NonRel	[s1] female [e1] ≥ @NUMBER years of age	female ≥ @NUMBER years of [s2] age [e2]	gender	age	457_0	457_2	457.0
NonRel	[s1] tachycardia [e1] ( heart rate > @NUMBER bpm )	tachycardia ( [s2] heart rate [e2] > @NUMBER bpm )	chronic_disease	clinical_variable	458_0	458_1	458.0
NonRel	white blood cell count > [s1] @NUMBER [e1] or < @NUMBER cells / µl , or > @NUMBER % immature neutrophils ( bands )	white blood cell count > @NUMBER or < [s2] @NUMBER cells / µl [e2] , or > @NUMBER % immature neutrophils ( bands )	lower_bound	upper_bound	459_1	459_2	459.0
NonRel	white blood cell count > @NUMBER or < [s1] @NUMBER cells / µl [e1] , or > @NUMBER % immature neutrophils ( bands )	white blood cell count > @NUMBER or < @NUMBER cells / µl , or > [s2] @NUMBER % [e2] immature neutrophils ( bands )	upper_bound	lower_bound	459_2	459_3	459.0
NonRel	[s1] white blood cell count [e1] > @NUMBER or < @NUMBER cells / µl , or > @NUMBER % immature neutrophils ( bands )	white blood cell count > @NUMBER or < @NUMBER cells / µl , or > @NUMBER % [s2] immature neutrophils ( bands ) [e2]	clinical_variable	clinical_variable	459_0	459_4	459.0
NonRel	kidney tumor has been completely resected [s1] @NUMBER [e1] to @NUMBER weeks prior to randomization	kidney tumor has been completely resected @NUMBER to [s2] @NUMBER weeks prior [e2] to randomization	lower_bound	upper_bound	460_1	460_2	460.0
hasValue	[s1] absolute neutrophil count ( anc ) [e1] ≥ @NUMBER cells / mm^3	absolute neutrophil count ( anc ) ≥ [s2] @NUMBER cells / mm^3 [e2]	clinical_variable	lower_bound	461_0	461_1	461.0
hasValue	[s1] brainstem [e1] previously irradiated to > @NUMBER gy	brainstem previously irradiated to > [s2] @NUMBER gy [e2]	clinical_variable	lower_bound	463_0	463_1	463.0
NonRel	[s1] creatinine clearance [e1] ≥ @NUMBER ml / min / @NUMBER m^2 for patients with creatinine levels above institutional normal	creatinine clearance ≥ @NUMBER ml / min / @NUMBER m^2 for patients with [s2] creatinine levels [e2] above institutional normal	clinical_variable	clinical_variable	464_0	464_2	464.0
NonRel	imaging proof of limited [s1] metastatic [e1] disease and response to therapy / stable disease , by at least ct chest through the adrenals or pet / ct within @NUMBER days prior to registration	imaging proof of limited metastatic disease and response to therapy / [s2] stable disease [e2] , by at least ct chest through the adrenals or pet / ct within @NUMBER days prior to registration	cancer	cancer	465_0	465_1	465.0
NonRel	imaging proof of limited metastatic disease and response to therapy / [s1] stable disease [e1] , by at least ct chest through the adrenals or pet / ct within @NUMBER days prior to registration	imaging proof of limited metastatic disease and response to therapy / stable disease , by at least [s2] ct chest [e2] through the adrenals or pet / ct within @NUMBER days prior to registration	cancer	treatment	465_1	465_2	465.0
NonRel	imaging proof of limited metastatic disease and response to therapy / stable disease , by at least [s1] ct chest [e1] through the adrenals or pet / ct within @NUMBER days prior to registration	imaging proof of limited metastatic disease and response to therapy / stable disease , by at least ct chest through the adrenals or [s2] pet / ct [e2] within @NUMBER days prior to registration	treatment	treatment	465_2	465_3	465.0
NonRel	known [s1] human immunodeficiency virus ( hiv ) [e1] positive with cluster of differentiation @NUMBER ( cd4 ) count < @NUMBER cells / microliter	known human immunodeficiency virus ( hiv ) positive with cluster of differentiation @NUMBER [s2] ( cd4 ) count [e2] < @NUMBER cells / microliter	chronic_disease	clinical_variable	466_0	466_1	466.0
hasValue	lung previously irradiated with prior [s1] v20 gy [e1] > @NUMBER %	lung previously irradiated with prior v20 gy > [s2] @NUMBER % [e2]	clinical_variable	lower_bound	467_0	467_1	467.0
hasTemp	patients must be registered within [s1] @NUMBER days [e1] of administration of the last dose of first-line / induction systemic therapy	patients must be registered within @NUMBER days of administration of the last dose of first-line / induction [s2] systemic therapy [e2]	upper_bound	treatment	469_0	469_1	469.0
NonRel	patients who received prior non-induction [s1] pembrolizumab [e1] , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic [s2] steroids [e2] or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	treatment	treatment	470_0	470_1	470.0
NonRel	patients who received prior non-induction pembrolizumab , patients on chronic [s1] steroids [e1] or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active [s2] autoimmune disease [e2] for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	treatment	chronic_disease	470_1	470_2	470.0
NonRel	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active [s1] autoimmune disease [e1] for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received [s2] systemic treatment [e2] in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	chronic_disease	treatment	470_2	470_3	470.0
NonRel	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received [s1] systemic treatment [e1] in the previous @NUMBER years with corticosteroids , disease modifying agents , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with [s2] corticosteroids [e2] , disease modifying agents , or immunosuppressive drugs	treatment	treatment	470_3	470_5	470.0
NonRel	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with [s1] corticosteroids [e1] , disease modifying agents , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , [s2] disease modifying agents [e2] , or immunosuppressive drugs	treatment	treatment	470_5	470_6	470.0
NonRel	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , [s1] disease modifying agents [e1] , or immunosuppressive drugs	patients who received prior non-induction pembrolizumab , patients on chronic steroids or who have active autoimmune disease for which they received systemic treatment in the previous @NUMBER years with corticosteroids , disease modifying agents , or [s2] immunosuppressive drugs [e2]	treatment	treatment	470_6	470_7	470.0
NonRel	patients with more than @NUMBER discrete locations of [s1] extra-cranial metastatic disease [e1] metastatic disease after first-line systemic therapy requiring more than @NUMBER sbrt plans to cover these distinct metastatic disease entities	patients with more than @NUMBER discrete locations of extra-cranial metastatic disease [s2] metastatic disease [e2] after first-line systemic therapy requiring more than @NUMBER sbrt plans to cover these distinct metastatic disease entities	cancer	cancer	471_1	471_2	471.0
NonRel	patients with more than @NUMBER discrete locations of extra-cranial metastatic disease [s1] metastatic disease [e1] after first-line systemic therapy requiring more than @NUMBER sbrt plans to cover these distinct metastatic disease entities	patients with more than @NUMBER discrete locations of extra-cranial metastatic disease metastatic disease after [s2] first-line systemic therapy [e2] requiring more than @NUMBER sbrt plans to cover these distinct metastatic disease entities	cancer	treatment	471_2	471_3	471.0
hasValue	[s1] platelets [e1] ≥ @NUMBER cells / mm^3	platelets ≥ [s2] @NUMBER cells / mm^3 [e2]	clinical_variable	lower_bound	472_0	472_1	472.0
hasValue	[s1] spinal cord previously irradiated [e1] to > @NUMBER gy	spinal cord previously irradiated to > [s2] @NUMBER gy [e2]	clinical_variable	lower_bound	473_0	473_1	473.0
hasValue	total [s1] bilirubin [e1] ≤ @NUMBER × uln	total bilirubin ≤ [s2] @NUMBER × uln [e2]	clinical_variable	upper_bound	474_0	474_1	474.0
NonRel	patients newly diagnosed with metastatic disease or those initially diagnosed and treated for [s1] stage i [e1] - iii nsclc who ultimately develop metastases	patients newly diagnosed with metastatic disease or those initially diagnosed and treated for stage i - [s2] iii [e2] nsclc who ultimately develop metastases	lower_bound	upper_bound	475_1	475_2	475.0
NonRel	patients newly diagnosed with [s1] metastatic disease [e1] or those initially diagnosed and treated for stage i - iii nsclc who ultimately develop metastases	patients newly diagnosed with metastatic disease or those initially diagnosed and treated for stage i - iii [s2] nsclc [e2] who ultimately develop metastases	cancer	cancer	475_0	475_3	475.0
NonRel	patients newly diagnosed with metastatic disease or those initially diagnosed and treated for stage i - iii [s1] nsclc [e1] who ultimately develop metastases	patients newly diagnosed with metastatic disease or those initially diagnosed and treated for stage i - iii nsclc who ultimately develop [s2] metastases [e2]	cancer	cancer	475_3	475_4	475.0
hasValue	[s1] ctcae grade [e1] > @NUMBER neuropathy	ctcae grade > [s2] @NUMBER neuropathy [e2]	clinical_variable	lower_bound	476_0	476_1	476.0
NonRel	castrate serum level of testosterone of ≤ [s1] @NUMBER ng / dl [e1] ( ≤ @NUMBER mmol / l )	castrate serum level of testosterone of ≤ @NUMBER ng / dl ( ≤ [s2] @NUMBER mmol / l [e2] )	lower_bound	lower_bound	477_1	477_2	477.0
NonRel	received [s1] cytotoxic chemotherapy [e1] for either metastatic hspc or crpc within the last @NUMBER weeks or other investigational agents within @NUMBER weeks	received cytotoxic chemotherapy for either metastatic [s2] hspc [e2] or crpc within the last @NUMBER weeks or other investigational agents within @NUMBER weeks	treatment	cancer	478_0	478_1	478.0
